accession_name	food_name	main_ingredient	ingredient_group	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_116	Leuconostoc pseudomesenteroides	3.2682	99.93	23	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
ERR2231568	coffee	coffee bean	Cocoa_Coffee	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	24.8438	99.83	23	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	Leuconostoc pseudomesenteroides	5.5018	97.7	22	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
ERR2231568	coffee	coffee bean	Cocoa_Coffee	DuR_2020__DRS139334__bin.19	Pichia kluyveri	19.2348	99.42	13.44	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR2231568	coffee	coffee bean	Cocoa_Coffee	PothakosV_2020__ERS2068300__bin.15	Cellulosimicrobium funkei	4.5674	99.92	8.666	100	1.107899807	198	Actinomycetota;Actinomycetes;Actinomycetales;Cellulomonadaceae;Cellulosimicrobium
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.8	Gluconobacter cadivus	2.5699	99.45	7.57	99.00497512	0	64	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640356__bin.14	Acetobacter thailandicus	2.1947	99.84	7.544	99.54	0.1	59	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_331	Pectobacterium brasiliense	1.8914	99.79	7.406	51.72	6.9	653	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pectobacterium
ERR2231568	coffee	coffee bean	Cocoa_Coffee	G_514_1B_orientalis_assembly	Acetobacter orientalis	2.5394	99.18	6.553	100	0	34	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	EBC_082.15	Kosakonia cowanii	3.3063	99.16	5.622	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640355__bin.26	Pantoea communis	2.7256	97.33	5.601	77.01	3.71	769	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_140	Frateuria spp.	2.0452	99.98	5.599	84.26	4.7	833	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_200	Tatumella punctata	3.2501	99.69	4.967	52.23	8.62	1006	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Tatumella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	4.9538	98.89	4.336	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_501	Lactococcus lactis	1.2214	99.23	4.27	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	GCF_015244665.1_ASM1524466v1_genomic	Gluconobacter A japonicus	1.5664	98.59	3.883	100	0	25	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter_A
ERR2231568	coffee	coffee bean	Cocoa_Coffee	KharnaiorP_2023__SRR22859377__bin.2	Brucella pseudogrignonensis	1.5744	98.99	3.06	84.07	2.33	484	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.6	Acetobacter papayae	1.1841	98.86	3.047	98.50746269	0.497512438	131	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_329	Agrobacterium cucumeris	1.191	99.93	2.898	64.67	2.33	1160	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Agrobacterium
ERR2231568	coffee	coffee bean	Cocoa_Coffee	ChaconVargasK_2020__SRS6087088__bin.16	Rahnella spp.	0.7222	99.07	1.683	74.6536524	4.88497568	730	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK038-2-L-48h-03E5_S60__bin.2	Gluconobacter A cerinus	0.5515	99.1	1.649	99.50248756	0	40	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter_A
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640353__bin.23	Tatumella citrea	0.8635	99.86	1.596	90.8	2.84	259	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Tatumella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LiZ_2019__SRS3379157__bin.3	Enterobacter mori	0.9302	99.31	1.567	99.44609788	0.639880952	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_333	Pseudomonas E parafulva	0.4886	99.99	1.494	51.9	0	827	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640346__bin.27	Tatumella terrea	0.4834	99.28	1.31	72.2	3.42	471	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Tatumella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	SRR10454516C127_okinawensis_assembly	Acetobacter okinawensis A	0.4084	99.27	1.213	99.5	0	40	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.8	Gluconobacter A oxydans A	0.4138	95.79	1.158	81.29090009	3.814262023	625	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter_A
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_15	Acetobacter fabarum	0.3707	99.46	1.126	100	0.25	21	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MotaGutierrezJ_2021__SRR11602150__bin.9	Levilactobacillus brevis	0.3235	99.53	1.118	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.5	Gluconobacter albidus	0.3554	98.85	1.062	96.51741294	0.248756219	104	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	FontanaF_2023__SRR20746869__bin.1	Enterobacter asburiae B	0.3233	97.12	0.854	69.12	1.15	872	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MotaGutierrezJ_2021__SRR11602152__bin.2	Frateuria aurantia	0.343	95.56	0.807	99.97	0.35	165	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria
ERR2231568	coffee	coffee bean	Cocoa_Coffee	KharnaiorP_2023__SRR22859377__bin.10	Enterococcus D sp001297065	0.232	97.92	0.687	87.3	1.14	139	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MotaGutierrezJ_2021__SRR11602140__bin.22	Pantoea dispersa	0.2866	98.34	0.628	76.3	2.56	977	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK058-1-L-48h-04G6_S31__bin.6	Acetobacter persici	0.2219	98.76	0.593	99.50248756	0.497512438	86	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	FalardeauJ_2023__SRR20811285__bin.2	Staphylococcus xylosus	0.2059	99.94	0.591	100	0.06	20	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	DeFilippisF_xxxx__DF_79__bin.11	Enterobacter kobei	0.3239	98.15	0.559	97.69107439	3.103250916	144	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	GCF_001787355.1_ASM178735v1_genomic	Kozakia baliensis	0.1941	99.03	0.502	99.63	1	6	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Kozakia
ERR2231568	coffee	coffee bean	Cocoa_Coffee	OlgaP_2019__SRR11910536__bin.9	Novacetimonas hansenii	0.1682	99.51	0.46	100	0.17	27	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Novacetimonas
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_45	Enterococcus D casseliflavus	0.1273	97.71	0.398	85.45	0.19	536	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LeechJ_xxxx__AF68__bin.1	Lactococcus hircilactis	0.0854	98.64	0.367	90.78616352	1.608845608	428	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	FalardeauJ_2023__SRR20811279__bin.3	Lactiplantibacillus plantarum	0.1403	99.18	0.361	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LeechJ_2020__ERS3967701__bin.1	Kluyvera cryocrescens	0.215	97.63	0.357	99.31966016	0.502712308	47	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera
ERR2231568	coffee	coffee bean	Cocoa_Coffee	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	Latilactobacillus sakei	0.0833	98.16	0.328	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MASTER_WP4_CSIC_2__P2587__bin.9	Klebsiella terrigena	0.2001	95.79	0.299	99.18806232	0.755739796	152	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_482	Pseudomonas_E spp.	0.1502	95.49	0.263	96.41	0.64	229	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MotaGutierrezJ_2021__SRR11602143__bin.12	Asaia bogorensis	0.0598	97.75	0.263	53	1.46	610	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Asaia
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK027-1-L-48h-02I4_S14__bin.10	Acetobacter indonesiensis	0.1036	95.7	0.262	100	0	44	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	EBC_134.6	Klebsiella michiganensis	0.1589	96.96	0.235	94.08	0.65	118	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	G_361_1B_senegalensis_assembly	Acetobacter senegalensis	0.1088	96.15	0.231	100	0	69	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LeechJ_2020__ERS3967702__bin.2	Chishuiella spp.	0.0828	96.02	0.229	92.96187683	4.838709677	497	Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chishuiella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MASTER_WP4_UNINA_1__GO003_71775__bin.2	Carnobacterium divergens A	0.0534	98.75	0.161	97.26775956	0.546448087	19	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LeechJ_xxxx__AF68__bin.3	Paucilactobacillus vaccinostercus	0.0464	98.59	0.138	97.2826087	2.581521739	150	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MASTER_WP4_UNINA_1__AS006_71775__bin.7	Torulaspora delbrueckii	0.1168	95.28	0.129	62.8	0	1896	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MASTER_WP4_FFoQSI_1__VB-08-AG__bin.20	CmP2 spp.	0.0521	95.72	0.123	96.25382263	1.376146789	48	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;CmP2
ERR2231568	coffee	coffee bean	Cocoa_Coffee	178	Staphylococcus carnosus	0.0374	95.38	0.117	98.9	1.1	13	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	YulandiA_2020__SRS6115052__bin.21	Weissella paramesenteroides	0.0248	98.81	0.107	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	GCF_000298875.1_ASM29887v1_genomic	Leuconostoc gelidum	0.0241	99.39	0.102	99.44	0.19	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_334	Lacticaseibacillus spp.	0.0345	98.45	0.097	97.73	4.14	163	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.1121	99.43	0.085	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2	Komagataeibacter saccharivorans	0.0337	98.58	0.084	100	0	136	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Komagataeibacter
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LeechJ_2020__ERS3967691__bin.13	Weissella cibaria	0.018	96.94	0.074	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MASTER_WP4_CSIC_1__P2235_73323__bin.9	Enterococcus faecalis	0.0213	96.51	0.061	99.62546816	0	44	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK029-2-G-48h-04A5_S105__bin.1	Liquorilactobacillus hordei	0.0171	98.44	0.059	99.47643979	0	27	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	DeFilippisF_xxxx__DS_2__bin.17	Corynebacterium spp.	0.0185	95.6	0.054	93.73927499	0.74002574	97	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MAG_24	Loigolactobacillus bifermentans	0.0114	98.25	0.046	50.34	1.72	453	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LeechJ_xxxx__AF84__bin.19	Leuconostoc B fallax	0.0077	100	0.041	94.58987784	3.403141361	221	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc_B
ERR2231568	coffee	coffee bean	Cocoa_Coffee	LandisEA_2021__SRS5653152__bin.2	Furfurilactobacillus milii	0.0121	96.99	0.038	99.45652174	1.358695652	18	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Furfurilactobacillus
ERR2231568	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK007-2-G-48h-01D1_S7__bin.5	Liquorilactobacillus hordei	0.0035	100	0.029	52.682939	0	364	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_116	Leuconostoc pseudomesenteroides	10.1613	99.99	81	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	Leuconostoc pseudomesenteroides	16.117	97.91	73	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
ERR2231569	coffee	coffee bean	Cocoa_Coffee	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	25.7474	99.84	27	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
ERR2231569	coffee	coffee bean	Cocoa_Coffee	DuR_2020__DRS139334__bin.19	Pichia kluyveri	14.4995	99.38	11.476	76.7	0	3007	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_501	Lactococcus lactis	2.7845	99.51	11.026	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	PothakosV_2020__ERS2068300__bin.15	Cellulosimicrobium funkei	2.976	99.82	6.396	100	1.107899807	198	Actinomycetota;Actinomycetes;Actinomycetales;Cellulomonadaceae;Cellulosimicrobium
ERR2231569	coffee	coffee bean	Cocoa_Coffee	EBC_082.15	Kosakonia cowanii	3.0236	99.15	5.824	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640356__bin.14	Acetobacter thailandicus	1.4151	99.79	5.509	99.54	0.1	59	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_331	Pectobacterium brasiliense	1.0712	99.98	4.751	51.72	6.9	653	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pectobacterium
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.8	Gluconobacter cadivus	1.4086	98.72	4.7	99.00497512	0	64	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MotaGutierrezJ_2021__SRR11602150__bin.9	Levilactobacillus brevis	1.1999	99.59	4.698	99.42	0	110	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_200	Tatumella punctata	2.2647	99.61	3.921	52.23	8.62	1006	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Tatumella
ERR2231569	coffee	coffee bean	Cocoa_Coffee	G_514_1B_orientalis_assembly	Acetobacter orientalis	1.3056	98.89	3.816	100	0	34	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640355__bin.26	Pantoea communis	1.6374	97.3	3.811	77.01	3.71	769	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_140	Frateuria spp.	1.152	99.66	3.572	84.26	4.7	833	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LeechJ_2020__ERS3967694__bin.3	Starmerella bacillaris	3.52	98.82	3.49	70.1	0.6	731	Ascomycota;Saccharomycetes;Saccharomycetales;unknown;Starmerella
ERR2231569	coffee	coffee bean	Cocoa_Coffee	FalardeauJ_2023__SRR20811279__bin.3	Lactiplantibacillus plantarum	1.036	99.11	3.017	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LiZ_2019__SRS3379157__bin.3	Enterobacter mori	0.7808	99.2	1.49	99.44609788	0.639880952	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	GCF_015244665.1_ASM1524466v1_genomic	Gluconobacter A japonicus	0.5049	99.04	1.418	100	0	25	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter_A
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640353__bin.23	Tatumella citrea	0.6472	99.89	1.355	90.8	2.84	259	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Tatumella
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK038-2-L-48h-03E5_S60__bin.2	Gluconobacter A cerinus	0.394	99.19	1.335	99.50248756	0	40	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter_A
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LeechJ_xxxx__AF68__bin.1	Lactococcus hircilactis	0.2653	99.21	1.29	90.78616352	1.608845608	428	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK001-2-L-48h-01F4_S28__bin.6	Acetobacter papayae	0.4149	99.24	1.209	98.50746269	0.497512438	131	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LimaC_2020__SRR9640346__bin.27	Tatumella terrea	0.3716	99.29	1.141	72.2	3.42	471	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Tatumella
ERR2231569	coffee	coffee bean	Cocoa_Coffee	ChaconVargasK_2020__SRS6087088__bin.16	Rahnella spp.	0.3862	99.05	1.02	74.6536524	4.88497568	730	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rahnella
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.8	Gluconobacter A oxydans A	0.3065	95.67	0.972	81.29090009	3.814262023	625	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter_A
ERR2231569	coffee	coffee bean	Cocoa_Coffee	SRR10454516C127_okinawensis_assembly	Acetobacter okinawensis A	0.2812	98.83	0.946	99.5	0	40	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.5	Gluconobacter albidus	0.2354	99.59	0.797	96.51741294	0.248756219	104	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_333	Pseudomonas E parafulva	0.2288	99.88	0.792	51.9	0	827	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
ERR2231569	coffee	coffee bean	Cocoa_Coffee	KharnaiorP_2023__SRR22859377__bin.2	Brucella pseudogrignonensis	0.3187	99.07	0.702	84.07	2.33	484	Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_15	Acetobacter fabarum	0.2019	99.16	0.695	100	0.25	21	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MAG_334	Lacticaseibacillus spp.	0.2134	99.97	0.68	97.73	4.14	163	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	DeFilippisF_xxxx__DF_79__bin.11	Enterobacter kobei	0.3244	98.39	0.634	97.69107439	3.103250916	144	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	LeechJ_xxxx__AF68__bin.3	Paucilactobacillus vaccinostercus	0.1862	98.6	0.63	97.2826087	2.581521739	150	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	MortensenS_xxxx__WK029-2-G-48h-04A5_S105__bin.1	Liquorilactobacillus hordei	0.1512	99.42	0.592	99.47643979	0	27	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus
ERR2231569	coffee	coffee bean	Cocoa_Coffee	FontanaF_2023__SRR20746869__bin.1	Enterobacter asburiae B	0.18	97.29	0.539	69.12	1.15	872	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
ERR2231569	coffee	coffee bean	Cocoa_Coffee	KharnaiorP_2023__SRR22859377__bin.10	Enterococcus D sp001297065	0.1573	98.27	0.528	87.3	1.14	139	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D
