accession_name	food_name	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
SRR17227800	cheese	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0037	99.17	0.04	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR17227800	cheese	MASTER_WP4_FFoQSI_1__VB-09-BD__bin.42	Fusarium domesticum	0.0049	99.11	0.02	95.6	0.1	799	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium
SRR17227800	cheese	KastmanEK_2016__CSB720__bin.5	Scopulariopsis brevicaulis	0.0045	95.07	0.017	93.5	0.6	604	Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis
SRR17227800	cheese	MASTER_WP4_CSIC_2__P2598__bin.8	Scopulariopsis spp.	0.0029	96.44	0.012	88.6	0.3	1626	Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scopulariopsis
SRR17227801	cheese	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	1.6387	99.41	11.863	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR17227801	cheese	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.8559	99.8	8.101	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR17227801	cheese	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.0163	99.38	0.218	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR17227801	cheese	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0063	99.29	0.063	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR18334997	pickle bolivian	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	4.5707	99.62	1.235	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18334997	pickle bolivian	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	1.5242	99.57	0.361	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18334997	pickle bolivian	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	1.4645	98.19	0.253	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18334997	pickle bolivian	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.5161	99.33	0.112	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18334997	pickle bolivian	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.3446	95.4	0.064	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR18334997	pickle bolivian	ODFM-BA-A-0144-001_Penicillium_roqueforti_CECT_2905	Penicillium roqueforti	0.2886	97.58	0.025	100	0	893	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
SRR18334998	pickle greek	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	4.3441	99.85	1.027	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18334998	pickle greek	MASTER_WP4_UNINA_2__U-22__bin.7	Pichia spp.	5.0109	99.59	0.934	92.2	0.2	1555	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18334998	pickle greek	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	3.2969	99.59	0.89	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18334998	pickle greek	SternesPR_2017__Y3D1_B_shotgun__bin.2	Aureobasidium pullulans	3.2747	97.67	0.281	90.3	0.3	3405	Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium
SRR18334998	pickle greek	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	1.1552	98.92	0.247	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR18334998	pickle greek	SternesPR_2017__Y2D1_A_shotgun__bin.5	Metschnikowia pulcherrima	1.0383	96.38	0.168	82.3	0.2	3268	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Metschnikowia
SRR18334998	pickle greek	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.7287	98.06	0.157	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18334998	pickle greek	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.5817	98.16	0.153	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR18334998	pickle greek	ODFM-BA-A-0144-001_Penicillium_roqueforti_CECT_2905	Penicillium roqueforti	1.7455	98.26	0.152	100	0	893	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
SRR18334998	pickle greek	LeechJ_2020__ERS3967742__bin.3	Kazachstania barnettii	0.5635	98.89	0.11	93.4	1.4	1616	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
SRR18334998	pickle greek	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.4371	96.53	0.094	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18334998	pickle greek	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.8403	95.89	0.089	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR18334998	pickle greek	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	0.43120000000000003	95.08	0.074	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18334999	pickle greek	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	2.8993	99.21	0.308	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18334999	pickle greek	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	2.6515	99.55	0.246	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18334999	pickle greek	MASTER_WP4_UNINA_2__U-22__bin.7	Pichia spp.	2.2494	99.34	0.165	92.2	0.2	1555	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18334999	pickle greek	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	1.3774	98.74	0.116	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18334999	pickle greek	MASTER_WP4_UNINA_2__O-30__bin.13	Penicillium camemberti	0.3843	97.06	0.01	96	0.1	842	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
SRR18335000	pickle greek	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	6.0394	99.46	1.173	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335000	pickle greek	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	6.5944	99.36	1.164	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18335000	pickle greek	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.7964	99.2	0.398	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335000	pickle greek	SternesPR_2017__Y2D1_A_shotgun__bin.3	Hanseniaspora uvarum	0.5016	97.77	0.108	79.9	0	389	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR18335000	pickle greek	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.5971	96.35	0.094	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR18335001	pickle hijazi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.2196	95.97	0.059	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335001	pickle hijazi	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	0.1562	99.29	0.046	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335002	pickle hijazi	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.8797	99.39	0.692	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335002	pickle hijazi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0752	96.13	0.047	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335002	pickle hijazi	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.0625	95.85	0.039	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18335002	pickle hijazi	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	0.0422	96.83	0.029	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335002	pickle hijazi	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.0748	96.25	0.023	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR18335004	pickle indian	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	4.5733	99.29	0.341	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335004	pickle indian	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.794	95.73	0.023	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR18335005	pickle papaya	MASTER_WP4_CSIC_2__P2614__bin.19	unknown spp.	0.6858	95.83	0.069	57.7	0	475	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;unknown
SRR18335005	pickle papaya	GCA_003243815.1_ASM324381v1_genomic	Candida sake	1.0545	98.31	0.047	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR18335005	pickle papaya	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.9222	98.18	0.046	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR18335005	pickle papaya	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.5603	97.94	0.042	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR18335006	pickle papaya	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.6932	96.51	0.042	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR18335006	pickle papaya	MASTER_WP4_CSIC_2__P2614__bin.19	unknown spp.	0.4874	98.35	0.039	57.7	0	475	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;unknown
SRR18335006	pickle papaya	GCA_003243815.1_ASM324381v1_genomic	Candida sake	0.8498	99.07	0.03	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR18335006	pickle papaya	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.7402	97.33	0.03	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR18335007	pickle papaya	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.3512	95.63	0.086	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR18335007	pickle papaya	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.2788	97.66	0.046	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR18335007	pickle papaya	GCA_003243815.1_ASM324381v1_genomic	Candida sake	0.2923	96.07	0.043	99.79	0	17	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora
SRR18335008	pickle onion	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	13.0978	99.59	4.578	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335008	pickle onion	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.9732	98.65	0.271	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18335008	pickle onion	MASTER_WP4_UNINA_2__U-22__bin.7	Pichia spp.	0.7043	98.86	0.17	92.2	0.2	1555	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335008	pickle onion	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	0.4221	99.1	0.129	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335008	pickle onion	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.4443	98.1	0.124	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335008	pickle onion	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.4231	95.27	0.058	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR18335008	pickle onion	MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1	Zygotorulaspora florentina	0.114	96.82	0.031	99.1	0.1	368	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora
SRR18335010	pickle onion	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	2.3814	99.26	0.38	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335010	pickle onion	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	1.3666	99.27	0.273	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335010	pickle onion	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.4164	97.83	0.059	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR18335010	pickle onion	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.3647	97.88	0.058	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18335010	pickle onion	SternesPR_2017__T1D1_A_shotgun__bin.3	Hanseniaspora opuntiae	0.2612	98.78	0.052	75.6	0.1	892	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora
SRR18335010	pickle onion	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	0.2057	95.01	0.036	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335011	pickle bolivian	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	0.6159	98.23	0.118	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335011	pickle bolivian	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.3133	97.25	0.075	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18335011	pickle bolivian	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.1955	99.6	0.047	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335011	pickle bolivian	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.0952	96.64	0.029	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335012	pickle bolivian	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	23.5369	99.65	5.641	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335012	pickle bolivian	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	15.8843	99.65	3.335	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335012	pickle bolivian	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.3044	97.73	0.058	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335012	pickle bolivian	GCF_011074885.1_ASM1107488v2_genomic	Brettanomyces bruxellensis	0.3175	96.79	0.049	98.76	0.21	9	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335012	pickle bolivian	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.2447	95.38	0.04	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR18335012	pickle bolivian	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.1908	98.12	0.036	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18335012	pickle bolivian	ODFM-BA-A-0144-001_Penicillium_roqueforti_CECT_2905	Penicillium roqueforti	0.174	97.83	0.013	100	0	893	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
SRR18335013	pickle indian	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	5.7937	99.63	6.236	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335013	pickle indian	DeRoosJ_2020__B24M__bin.2	Brettanomyces custersianus	0.2419	99.2	0.228	91.1	0.1	542	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR18335013	pickle indian	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.3438	98.69	0.146	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR18335013	pickle indian	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.1397	97.88	0.12	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR18335013	pickle indian	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0744	97.96	0.064	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335014	pickle indian	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.9012	99.38	0.188	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335014	pickle indian	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.4583	99	0.077	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR18335014	pickle indian	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.9056	98.63	0.075	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR19505782	kefir	MASTER_WP4_UNINA_2__F-22__bin.7	Kazachstania unispora	5.7129	99.94	10.198	97.5	1.4	366	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania
SRR22851057	jalebi	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.2679	99.35	0.714	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR22851057	jalebi	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.2091	99.5	0.56	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR22851057	jalebi	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.2065	98.62	0.537	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR22851057	jalebi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	0.0199	98.65	0.061	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR22851057	jalebi	LeechJ_xxxx__AF17__bin.1	Clavispora lusitaniae	0.0081	98.32	0.022	98.9	0	181	Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora
SRR22851058	jalebi	MASTER_WP4_CSIC_2__P2597__bin.1	Pichia kudriavzevii	1.5369	99.69	5.416	93.6	0.3	703	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR22851058	jalebi	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.1015	99.37	0.313	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR22851058	jalebi	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.0375	99.45	0.117	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
SRR22851167	yogurt	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.1158	95.49	0.196	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR22851167	yogurt	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.2329	95.54	0.193	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR22851168	yogurt	MASTER_WP4_CSIC_1__P2246_73323__bin.19	Kluyveromyces lactis	0.0558	97.68	0.137	99.5	0	41	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces
SRR22851168	yogurt	ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003	Yarrowia lipolytica	0.1074	97.69	0.13	100	0	35	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia
SRR23816540	miso yellow pea	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	6.2002	98.97	3.321	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR23816540	miso yellow pea	GCA_008274985.1_ASM827498v1_genomic	Aspergillus sojae	8.2347	95.47	1.351	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR23816540	miso yellow pea	MASTER_WP4_TEAGASC_1__TGS02-22__bin.4	Meyerozyma guilliermondii	0.582	99.55	0.368	94.3	0.1	620	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma
SRR23816540	miso yellow pea	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0497	98.98	0.026	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR23816540	miso yellow pea	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.0192	100	0.01	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR23816542	miso yellow pea	GCA_008274985.1_ASM827498v1_genomic	Aspergillus sojae	90.3461	95.82	78	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR23816542	miso yellow pea	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.0226	98.36	0.064	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR23816542	miso yellow pea	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.0106	97.9	0.028	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR23816543	miso yellow pea	GCA_008274985.1_ASM827498v1_genomic	Aspergillus sojae	14.052	95.41	4.071	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR23816543	miso yellow pea	DuR_2020__DRS139333__bin.13	Wickerhamomyces anomalus	0.0651	97.52	0.062	71	0.6	3628	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces
SRR23816543	miso yellow pea	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.0398	98.58	0.039	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR23816543	miso yellow pea	ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396	Brettanomyces anomalus	0.0156	100	0.014	99.17	0	30	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces
SRR25203509	miso	GCA_008274985.1_ASM827498v1_genomic	Aspergillus sojae	44.5412	95.48	5.924	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR25203509	miso	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0647	97.48	0.028	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR25203513	miso	GCA_008274985.1_ASM827498v1_genomic	Aspergillus sojae	2.0445	95.47	0.724	100	0	8	Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
SRR25203513	miso	ArikanM_2020__ERS1875938__bin.4	Zygosaccharomyces bailii	0.4017	99.5	0.54	99.5	0.3	155	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygosaccharomyces
SRR25203513	miso	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44	Saccharomyces cerevisiae	0.275	99.44	0.326	100	0.21	69	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces
SRR25203513	miso	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	0.0895	97.21	0.107	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR25203514	miso	LeechJ_xxxx__AF29__bin.14	Candida glabrata	0.5963	99.11	0.519	97.3	1.1	882	Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces
