run_accession	study_accession	study_title	experiment_accession	experiment_title	library_strategy	library_selection	library_layout	instrument_model	instrument_model_desc	run_total_bases	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type
SRR13308541	SRP299624	Deep sequencing characterization of low complexity data set of Food Microbiome	SRX9736508	WGS of Koumiss	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	34322464000	koumiss	koumiss	Animal	Dairy	milk horse	beverage
SRR13308542	SRP299624	Deep sequencing characterization of low complexity data set of Food Microbiome	SRX9736507	WGS of Koumiss	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	36874039497	koumiss	koumiss	Animal	Dairy	milk horse	beverage
SRR13496620	SRP302686	Brazilian cheese metagenomes	SRX9908635	Metagenome of cheese rind from Araxa region (1)	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	2305391292	cheese araxa	raw_araxa_cheese	Animal	Dairy	milk	cheese
SRR13496622	SRP302686	Brazilian cheese metagenomes	SRX9908633	Metagenome of cheese rind from Canastra region (2)	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	1592884202	cheese	cheese	Animal	Dairy	milk	cheese
SRR13496623	SRP302686	Brazilian cheese metagenomes	SRX9908632	Metagenome of cheese rind from Canastra region (1)	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	2028088852	cheese canastra	raw_canastra_cheese	Animal	Dairy	milk	cheese
SRR13496628	SRP302686	Brazilian cheese metagenomes	SRX9908627	Metagenome of cheese rind from Serro region (3)	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	1762277210	cheese serro	raw_serro_cheese	Animal	Dairy	milk	cheese
SRR13496629	SRP302686	Brazilian cheese metagenomes	SRX9908626	Metagenome of cheese rind from Serro region (2)	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	1669643240	cheese serro	raw_serro_cheese	Animal	Dairy	milk	cheese
SRR13496631	SRP302686	Brazilian cheese metagenomes	SRX9908624	Metagenome of cheese rind from Araxa region (3)	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	1843369344	cheese araxa	raw_araxa_cheese	Animal	Dairy	milk	cheese
SRR13496632	SRP302686	Brazilian cheese metagenomes	SRX9908623	Metagenome of cheese rind from Araxa region (2)	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	1621002214	cheese araxa	raw_araxa_cheese	Animal	Dairy	milk	cheese
SRR13496634	SRP302686	Brazilian cheese metagenomes	SRX9908621	Metagenome of cheese from Canastra region	WGS	cDNA	PAIRED	Illumina HiSeq 2500	ILLUMINA	1746478684	cheese canastra	raw_canastra_cheese	Animal	Dairy	milk	cheese
SRR13708565	SRP275821	Pozol Metagenome	SRX10097506	food fermentation metagenome	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	3453307500	pozol	pozol	Plant	Grain	corn	beverage
SRR13708566	SRP275821	Pozol Metagenome	SRX10097505	food fermentation metagenome	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	2652769500	pozol	pozol	Plant	Grain	corn	beverage
SRR13708567	SRP275821	Pozol Metagenome	SRX10097504	food fermentation metagenome	WGS	RANDOM	PAIRED	NextSeq 500	ILLUMINA	3075588450	pozol	pozol	Plant	Grain	corn	beverage
SRR13801804	SRP308506	Kefir metagenome	SRX10185504	kefir escarcega	WGS	PCR	PAIRED	NextSeq 500	ILLUMINA	13493462256	kefir	kefir	Animal	Dairy	milk	beverage
SRR13801805	SRP308506	Kefir metagenome	SRX10185503	kefir campeche	WGS	PCR	PAIRED	NextSeq 500	ILLUMINA	10792082840	kefir	kefir	Animal	Dairy	milk	beverage
SRR14018896	SRP168387	Metagenomic sequencing of stool samples from Ethiopian individuals	SRX10395518	Metagenomic sequencing of teff fermented dough from Ethiopia	WGS	PCR	PAIRED	Illumina HiSeq 2500	ILLUMINA	11772948637	injera	injera	Plant	Grain	teff	starch-based staple
SRR14018897	SRP168387	Metagenomic sequencing of stool samples from Ethiopian individuals	SRX10395517	Metagenomic sequencing of teff fermented dough from Ethiopia	WGS	PCR	PAIRED	Illumina HiSeq 2500	ILLUMINA	30281388258	injera	injera	Plant	Grain	teff	starch-based staple
SRR15925267	SRP337504	Fresh Starter Culture Metagenomic Analysis	SRX12215336	Metagenomic Analysis of Fresh Starter Culture	WGA	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5658067800	keem	keem	Plant	Grain	barley	starter culture
SRR16950696	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142570	M_Day12	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12692596461	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950697	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142569	M_Day12	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	11997972784	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950698	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142568	M_Day12	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	11907253642	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950699	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142567	M_Day6	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10665621808	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950700	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142566	M_Day6	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12444637727	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950701	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142565	M_Day6	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13189551977	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950702	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142564	M_Day2	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13569299683	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950703	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142563	M_Day2	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13793120018	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR16950704	SRP346193	Metagenomics in the process of mustard fermentation	SRX13142562	M_Day2	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12953933187	mustard leaf	mustard_leaf	Plant	Botanical	mustard plant	pickled vegetables
SRR17227786	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407086	Short read metagenome of Wy_3_4_CheeseB	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	29194835586	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227787	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407085	Short read metagenome of Wy_3_3_CheeseB	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	32936232550	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227788	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407084	Short read metagenome of Wy_3_2_CheeseB	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	29702862096	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227790	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407082	Short read metagenome of O_3_6_CheeseA	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	21661131328	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227794	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407078	Short read metagenome of We_3_6_CheeseC	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10578408052	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227796	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407076	Short read metagenome of We_3_4_CheeseC	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9933131228	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227798	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407074	Short read metagenome of We_3_2_CheeseC	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	22898644660	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227800	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407072	Short read metagenome of Wy_3_6_CheeseB	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	29906205228	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227801	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407071	Short read metagenome of Wy_3_5_CheeseB	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	28649680152	cheese	cheese	Animal	Dairy	milk	cheese
SRR17227802	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX13407070	Short read metagenome of O_3_2_CheeseA	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14786752364	cheese	cheese	Animal	Dairy	milk	cheese
SRR18334997	SRP364223	Pickle-MY	SRX14471275	Bolivan_Pickle_1	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	1045207504	pickle bolivian	bolivian_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18334998	SRP364223	Pickle-MY	SRX14471274	Greek_Pickle_3	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	2094820282	pickle greek	greek_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18334999	SRP364223	Pickle-MY	SRX14471273	Greek_Pickle_2	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	1005656980	pickle greek	greek_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335000	SRP364223	Pickle-MY	SRX14471272	Greek_Pickle_1	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	3554858308	pickle greek	greek_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335001	SRP364223	Pickle-MY	SRX14471271	Hijazi_Pickle_3	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	1007528474	pickle hijazi	hijazi_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335002	SRP364223	Pickle-MY	SRX14471270	Hijazi_Pickle_2	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	1835969136	pickle hijazi	hijazi_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335003	SRP364223	Pickle-MY	SRX14471269	Hijazi_Pickle_1	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	579829128	pickle hijazi	hijazi_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335004	SRP364223	Pickle-MY	SRX14471268	Indian_Pickle_3	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	246318146	pickle indian	indan_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335005	SRP364223	Pickle-MY	SRX14471267	Papaya_Pickle_3	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	3206438794	pickle papaya	papaya_pickle	Plant	Fruit	papaya	pickled fruit
SRR18335006	SRP364223	Pickle-MY	SRX14471266	Papaya_Pickle_2	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	2512392360	pickle papaya	papaya_pickle	Plant	Fruit	papaya	pickled fruit
SRR18335007	SRP364223	Pickle-MY	SRX14471265	Papaya_Pickle_1	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	2739177750	pickle papaya	papaya_pickle	Plant	Fruit	papaya	pickled fruit
SRR18335008	SRP364223	Pickle-MY	SRX14471264	Onion_Pickle_3	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	2090179146	pickle onion	onion_pickle	Plant	Vegetables_Aromatics	onion	pickled vegetables
SRR18335010	SRP364223	Pickle-MY	SRX14471262	Onion_Pickle_1	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	1918592410	pickle onion	onion_pickle	Plant	Vegetables_Aromatics	onion	pickled vegetables
SRR18335011	SRP364223	Pickle-MY	SRX14471261	Bolivan_Pickle_3	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	1021868944	pickle bolivian	bolivan_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335012	SRP364223	Pickle-MY	SRX14471260	Bolivan_Pickle_2	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	878755070	pickle bolivian	bolivan_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335013	SRP364223	Pickle-MY	SRX14471259	Indian_Pickle_2	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	5385821190	pickle indian	indan_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18335014	SRP364223	Pickle-MY	SRX14471258	Indian_Pickle_1	WGS	RANDOM	PAIRED	Illumina HiSeq 2500	ILLUMINA	767897816	pickle indian	indan_pickle	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables
SRR18495441	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626937	Long read metagenome of Wy_3_2_CheeseB	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	18253416913	cheese	cheese	Animal	Dairy	milk	cheese
SRR18495442	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626936	Long read metagenome of O_3_6_CheeseA	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	7043993004	cheese	cheese	Animal	Dairy	milk	cheese
SRR18495444	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626934	Long read metagenome of O_3_4_CheeseA	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	10288619317	cheese	cheese	Animal	Dairy	milk	cheese
SRR18495445	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626933	Long read metagenome of We_3_6_CheeseC	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	8276097935	cheese	cheese	Animal	Dairy	milk	cheese
SRR18495446	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626932	Long read metagenome of We_3_5_CheeseC	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	6275599625	cheese	cheese	Animal	Dairy	milk	cheese
SRR18495447	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626931	Long read metagenome of We_3_4_CheeseC	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	1055758838	cheese	cheese	Animal	Dairy	milk	cheese
SRR18495449	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626929	Long read metagenome of We_3_2_CheeseC	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	6759053850	cheese	cheese	Animal	Dairy	milk	cheese
SRR18495451	SRP346349	Metagenomic sequencing of three ripening washed-rind cheeses	SRX14626927	Long read metagenome of O_3_2_CheeseA	WGS	RANDOM	SINGLE	Sequel II	PACBIO_SMRT	11327376573	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236804	SRP375501	Whole Genome Sequencing of CCS164 (Psychrobacter alimentarius)	SRX15297586	Nanopore WGS of CCS164	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	88428573	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236805	SRP375501	Whole Genome Sequencing of CCS164 (Psychrobacter alimentarius)	SRX15297585	Illumina WGS of CCS164	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	697548600	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236806	SRP375502	Whole Genome Sequencing of CCS178 (Staphylococcus carnosus)	SRX15297587	Illumina WGS of CCS178	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	993764400	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236863	SRP375504	Whole Genome Sequencing of CCS174 (Brevibacterium aurantiacum)	SRX15297645	Nanopore WGS of CCS174	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	435143545	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236864	SRP375504	Whole Genome Sequencing of CCS174 (Brevibacterium aurantiacum)	SRX15297644	Illumina WGS of CCS174	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	846789000	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236865	SRP375505	Whole Genome Sequencing of CCS177 (Staphylococcus xylosus)	SRX15297646	Illumina WGS of CCS177	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	885285600	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236869	SRP375506	Whole Genome Sequencing of CCS156 (Brevibacterium aurantiacum)	SRX15297651	Nanopore WGS of CCS156	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	883564434	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236870	SRP375506	Whole Genome Sequencing of CCS156 (Brevibacterium aurantiacum)	SRX15297650	Illumina WGS of CCS156	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	1047163800	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236881	SRP375508	Whole Genome Sequencing of CCS182 (Psychrobacter cibarius)	SRX15297663	Nanopore WGS of CCS182	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	66742337	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236882	SRP375508	Whole Genome Sequencing of CCS182 (Psychrobacter cibarius)	SRX15297662	Illumina WGS of CCS182	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	812418300	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236885	SRP375509	Whole Genome Sequencing of CCS176 (Pseudoalteromonas nigrifaciens)	SRX15297667	Nanopore WGS of CCS176	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	598601405	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236886	SRP375509	Whole Genome Sequencing of CCS176 (Pseudoalteromonas nigrifaciens)	SRX15297666	Illumina WGS of CCS176	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	839253900	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236887	SRP375510	Whole Genome Sequencing of CCS179 (Psychrobacter immobilis)	SRX15297669	Nanopore WGS of CCS179	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	519463050	cheese	cheese	Animal	Dairy	milk	cheese
SRR19236888	SRP375510	Whole Genome Sequencing of CCS179 (Psychrobacter immobilis)	SRX15297668	Illumina WGS of CCS179	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	875304600	cheese	cheese	Animal	Dairy	milk	cheese
SRR19237397	SRP375516	Whole Genome Sequencing of CCS160 (Microbacterium gubbeenense)	SRX15298179	Nanopore WGS of CCS160	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	194158638	cheese	cheese	Animal	Dairy	milk	cheese
SRR19237398	SRP375516	Whole Genome Sequencing of CCS160 (Microbacterium gubbeenense)	SRX15298178	Illumina WGS of CCS160	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	962111100	cheese	cheese	Animal	Dairy	milk	cheese
SRR19237463	SRP375518	Whole Genome Sequencing of CCS166 (Glutamicibacter arilaitensis)	SRX15298245	Nanopore WGS of CCS166	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	1360591730	cheese	cheese	Animal	Dairy	milk	cheese
SRR19237464	SRP375518	Whole Genome Sequencing of CCS166 (Glutamicibacter arilaitensis)	SRX15298244	Illumina WGS of CCS166	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	951302400	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240245	SRP375590	Whole Genome Sequencing of CCS180 (Psychrobacter sp002366815)	SRX15301028	Illumina WGS of CCS180	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	865814100	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240246	SRP375590	Whole Genome Sequencing of CCS180 (Psychrobacter sp002366815)	SRX15301027	Nanopore WGS of CCS180	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	1194238663	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240247	SRP375591	Whole Genome Sequencing of CCS158 (Halomonas sp900163645)	SRX15301030	Nanopore WGS of CCS158	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	1906080156	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240248	SRP375591	Whole Genome Sequencing of CCS158 (Halomonas sp900163645)	SRX15301029	Illumina WGS of CCS158	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	1065953700	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240301	SRP375596	Whole Genome Sequencing of CCS169 (Psychrobacter sp.)	SRX15301084	Nanopore WGS of CCS169	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	76630626	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240302	SRP375596	Whole Genome Sequencing of CCS169 (Psychrobacter sp.)	SRX15301083	Illumina WGS of CCS169	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	820718700	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240303	SRP375597	Whole Genome Sequencing of CCS175 (Psychrobacter sp900163785)	SRX15301085	Illumina WGS of CCS175	WGS	RANDOM	PAIRED	Illumina HiSeq 4000	ILLUMINA	789764400	cheese	cheese	Animal	Dairy	milk	cheese
SRR19240304	SRP375598	Whole Genome Sequencing of CCS183 (Brachybacterium sp.)	SRX15301087	Nanopore WGS of CCS183	WGS	RANDOM	SINGLE	MinION	OXFORD_NANOPORE	169732241	cheese	cheese	Animal	Dairy	milk	cheese
